maingroup,mg_def
B63B3,SHIPS OR OTHER WATERBORNE VESSELS - Constructions of hulls 
B63B5,SHIPS OR OTHER WATERBORNE VESSELS - Hulls characterised by their construction of non-metallic material
B63B7,"SHIPS OR OTHER WATERBORNE VESSELS - Collapsible, foldable, inflatable or like vessels "
B63B9,"SHIPS OR OTHER WATERBORNE VESSELS - Methods of designing, building, maintaining, converting, refitting, repairing, or determining properties of vessels, not otherwise provided for "
B63B11,SHIPS OR OTHER WATERBORNE VESSELS - Interior subdivision of hulls 
B63B13,SHIPS OR OTHER WATERBORNE VESSELS - Conduits for emptying or ballasting
B63B15,SHIPS OR OTHER WATERBORNE VESSELS - Superstructures 
B63B17,"SHIPS OR OTHER WATERBORNE VESSELS - Vessel parts, details, or accessories, not otherwise provided for "
B63B19,"SHIPS OR OTHER WATERBORNE VESSELS - Arrangements or adaptations of ports, doors, windows, port-holes, or other openings or covers "
B63B21,SHIPS OR OTHER WATERBORNE VESSELS - Tying-up
B63B22,SHIPS OR OTHER WATERBORNE VESSELS - Buoys 
B63B23,SHIPS OR OTHER WATERBORNE VESSELS - Equipment for handling lifeboats or the like
B63B25,"SHIPS OR OTHER WATERBORNE VESSELS - Load-accommodating arrangements, e.g. stowing, trimming"
B63B27,SHIPS OR OTHER WATERBORNE VESSELS - Loading or unloading cargo or passengers 
B63B29,SHIPS OR OTHER WATERBORNE VESSELS - Accommodation for crew or passengers not otherwise provided for
B63B35,SHIPS OR OTHER WATERBORNE VESSELS - Vessels or like floating structures adapted for special purposes 
B63B38,SHIPS OR OTHER WATERBORNE VESSELS - Vessels or like floating structures not otherwise provided for 
B63B39,"SHIPS OR OTHER WATERBORNE VESSELS - Equipment to decrease pitch, roll, or like unwanted vessel movements"
B63B41,"SHIPS OR OTHER WATERBORNE VESSELS - Drop keels, e.g. centre boards or side boards "
B63B43,"SHIPS OR OTHER WATERBORNE VESSELS - Improving safety of vessels, e.g. damage control, not otherwise provided for "
B63B45,SHIPS OR OTHER WATERBORNE VESSELS - Arrangement or adaptation of signalling or lighting devices 
B63B49,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements of nautical instruments or navigational aids 
B63B51,SHIPS OR OTHER WATERBORNE VESSELS - Marking of navigation route
B63B57,SHIPS OR OTHER WATERBORNE VESSELS - Tank 
B63B59,SHIPS OR OTHER WATERBORNE VESSELS - Hull protection peculiar to vessels
B63B69,SHIPS OR OTHER WATERBORNE VESSELS - Equipment for shipping not otherwise provided for
B63B2201,SHIPS OR OTHER WATERBORNE VESSELS - Signalling devices
B63B2203,SHIPS OR OTHER WATERBORNE VESSELS - Communication means
B63B2205,SHIPS OR OTHER WATERBORNE VESSELS - Tether
B63B2207,SHIPS OR OTHER WATERBORNE VESSELS - Buoyancy or ballast means
B63B2209,SHIPS OR OTHER WATERBORNE VESSELS - Energy supply or activating means
B63B2211,SHIPS OR OTHER WATERBORNE VESSELS - Applications
B63B2213,"SHIPS OR OTHER WATERBORNE VESSELS - Navigational aids and use thereof, not otherwise provided for in this class"
B63B2221,SHIPS OR OTHER WATERBORNE VESSELS - Methods and means for joining members or elements
B63B2231,"SHIPS OR OTHER WATERBORNE VESSELS - Material used for some parts or elements, or for particular purposes"
B63B2241,SHIPS OR OTHER WATERBORNE VESSELS - Design characteristics
B63B2701,SHIPS OR OTHER WATERBORNE VESSELS - Building of the ship's hull
B63B2702,SHIPS OR OTHER WATERBORNE VESSELS - Submarines
B63B2704,"SHIPS OR OTHER WATERBORNE VESSELS - Port-holes, windows, doors and other openings in the superstructures"
B63B2705,"SHIPS OR OTHER WATERBORNE VESSELS - Closets, latrines, swimming pools and washing facilities for ships"
B63B2707,SHIPS OR OTHER WATERBORNE VESSELS - Doors and closing means
B63B2708,SHIPS OR OTHER WATERBORNE VESSELS - Winches
B63B2709,"SHIPS OR OTHER WATERBORNE VESSELS - Tables, chairs and other furniture peculiar to vessels"
B63B2710,"SHIPS OR OTHER WATERBORNE VESSELS - Miscellaneous equipment for ships, e.g. collision mats, rat guards"
B63B2711,"SHIPS OR OTHER WATERBORNE VESSELS - Equipment for watching and measuring the oscillations, the resistance and the movements of ships"
B63B2712,"SHIPS OR OTHER WATERBORNE VESSELS - Equipment for handling the boats by means of turning davits, i.e. a set formed by the davit, davit foundation, davit drive, boat support, boat guides, boat pulley blocks and winches"
B63B2713,"SHIPS OR OTHER WATERBORNE VESSELS - Stowing of the boats, i.e. arrangement, chocks, lashing down and transport of the boats on deck"
B63B2714,"SHIPS OR OTHER WATERBORNE VESSELS - Construction of turning davits, davit foundations and davit drives"
B63B2715,SHIPS OR OTHER WATERBORNE VESSELS - Hydraulic and pneumatic steering gear
B63B2716,SHIPS OR OTHER WATERBORNE VESSELS - Steam-powered steering gear
B63B2717,SHIPS OR OTHER WATERBORNE VESSELS - Hand-operated steering gears
B63B2718,"SHIPS OR OTHER WATERBORNE VESSELS - Components of the steering gears, e.g. steering wheels, telemotors, driving chains, shock dampers, quadrants, arrangements to block the rudder, brakes, rudder stops"
B63B2719,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements for slowing-down of ships by means of side flaps and for creating a lateral resistance for manoeuvering
B63B2721,"SHIPS OR OTHER WATERBORNE VESSELS - Automatic steering apparatus, non-electric"
B63B2722,SHIPS OR OTHER WATERBORNE VESSELS - Towing in general
B63B2723,SHIPS OR OTHER WATERBORNE VESSELS - Miscellaneous equipment for towing
B63B2724,"SHIPS OR OTHER WATERBORNE VESSELS - Navigation signals, e.g. masthead and side lights, marking of seaways, arrangements of compasses"
B63B2725,SHIPS OR OTHER WATERBORNE VESSELS - Engine room signals and arrangements for controlling the main engines from the navigation bridge
B63B2726,SHIPS OR OTHER WATERBORNE VESSELS - Miscellaneous signalling devices and draft indicators
B63B2727,SHIPS OR OTHER WATERBORNE VESSELS - Signalling devices using acoustic or mechanical means
B63B2728,"SHIPS OR OTHER WATERBORNE VESSELS - Lifeboats, liferafts, lifesaving floats, etc."
B63B2729,SHIPS OR OTHER WATERBORNE VESSELS - Coastal lifesaving
B63B2730,SHIPS OR OTHER WATERBORNE VESSELS - Diving suits
B63B2731,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements for avoiding capsizing and sinking
B63B2732,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements for avoiding or reducing collision damage
B63B2733,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements for reducing the risk of running aground
B63B2734,SHIPS OR OTHER WATERBORNE VESSELS - Loading and unloading ships by ship-mounted means
B63B2735,"SHIPS OR OTHER WATERBORNE VESSELS - Miscellaneous shipbuilding-related arrangements and constructions, e.g. pontoons"
B63B2736,"SHIPS OR OTHER WATERBORNE VESSELS - Slipways, shipyard installations and apparatus for launching or hauling-out ships"
B63B2737,SHIPS OR OTHER WATERBORNE VESSELS - Dry and floating docks
B63B2738,SHIPS OR OTHER WATERBORNE VESSELS - Re-floating of ships and sunken objects
B63B2739,SHIPS OR OTHER WATERBORNE VESSELS - Boats or canoes in general
B63B2741,SHIPS OR OTHER WATERBORNE VESSELS - Manual propulsion
B63B2742,SHIPS OR OTHER WATERBORNE VESSELS - Anti-torpedo nets and shields for ships
B63B2743,SHIPS OR OTHER WATERBORNE VESSELS - Paddle wheels for ships in general
B63B2744,SHIPS OR OTHER WATERBORNE VESSELS - Stern paddle wheels
B63B2745,SHIPS OR OTHER WATERBORNE VESSELS - Propellers for ships in general 
B63B2746,"SHIPS OR OTHER WATERBORNE VESSELS - Propellers with air exhaust, e.g. hollow propellers for ships"
B63B2747,SHIPS OR OTHER WATERBORNE VESSELS - Arrangements of propellers and other propulsive devices on ships
B63B2748,SHIPS OR OTHER WATERBORNE VESSELS - Propeller hubs and blade connections
B63B2749,SHIPS OR OTHER WATERBORNE VESSELS - Propeller shafts and paddle-wheel shafts
B63B2750,"SHIPS OR OTHER WATERBORNE VESSELS - Propeller shaft bearings, thrust bearings"
B63B2751,SHIPS OR OTHER WATERBORNE VESSELS - Propulsion of ships using the reaction effect of a water jet
B63B2752,SHIPS OR OTHER WATERBORNE VESSELS - Propulsion of ships using the reaction effect of steam jets or gas jets
B63B2753,SHIPS OR OTHER WATERBORNE VESSELS - Propulsion of ships using the reaction effect of gas explosions
B63B2754,SHIPS OR OTHER WATERBORNE VESSELS - Propulsive flaps
B63B2755,SHIPS OR OTHER WATERBORNE VESSELS - Electric drives for the propulsive devices
B63B2756,SHIPS OR OTHER WATERBORNE VESSELS - Steam reciprocating engine drives for the propulsive devices
B63B2757,SHIPS OR OTHER WATERBORNE VESSELS - Steam turbine drives for the propulsive devices
B63B2758,SHIPS OR OTHER WATERBORNE VESSELS - Internal combustion engine drives for the propulsive devices
B63B2759,SHIPS OR OTHER WATERBORNE VESSELS - Other means for driving marine propulsion devices
B63B2760,SHIPS OR OTHER WATERBORNE VESSELS - Marine drive governors that are influenced by the movements of the ship
B63B2770,"SHIPS OR OTHER WATERBORNE VESSELS - Apparatus or methods specially adapted for use on marine vessels, for handling power plant or unit liquids, e.g. lubricants, coolants, fuels or the like"
B63C1,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Dry-docking of vessels or flying-boats "
B63C3,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Launching or hauling-out by land-borne slipways"
B63C5,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Equipment usable both on slipways and in dry docks"
B63C7,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Salvaging of disabled, stranded, or sunken vessels"
B63C9,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Life-saving in water "
B63C11,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Equipment for dwelling or working underwater"
B63C13,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Equipment forming part of or attachable to vessels facilitating transport over land "
B63C15,"LAUNCHING, HAULING-OUT, OR DRY-DOCKING OF VESSELS - Storing of vessels on land otherwise than by dry-docking"
B63G1,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Arrangements of guns or missile launchers
B63G3,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Arrangements of ammunition stores or handlers 
B63G5,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Vessels characterised by adaptation to torpedo launching 
B63G6,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Laying of mines or depth charges
B63G7,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Mine-sweeping
B63G8,"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Underwater vessels, e.g. submarines; "
B63G9,"OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Other offensive or defensive arrangements on vessels against submarines, topedoes, or mines"
B63G11,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Aircraft carriers 
B63G13,OFFENSIVE OR DEFENSIVE ARRANGEMENTS ON VESSELS - Other offensive or defensive arrangements on vessels
B63H1,MARINE PROPULSION OR STEERING  - Propulsive elements directly acting on water 
B63H3,MARINE PROPULSION OR STEERING  - Propeller-blade pitch changing 
B63H5,MARINE PROPULSION OR STEERING  - Arrangements on vessels of propulsion elements directly acting on water
B63H7,MARINE PROPULSION OR STEERING  - Arrangements of propulsive devices directly acting on air 
B63H9,MARINE PROPULSION OR STEERING  - Propulsive devices directly acted on by wind
B63H11,"MARINE PROPULSION OR STEERING  - Effecting propulsion by jets, i.e. reaction principle "
B63H13,MARINE PROPULSION OR STEERING  - Effecting propulsion by wind motors driving water-engaging propulsive elements
B63H15,MARINE PROPULSION OR STEERING  - Effecting propulsion by use of vessel-mounted driving mechanisms co-operating with anchored chains or the like
B63H16,MARINE PROPULSION OR STEERING  - Effecting propulsion by muscle power 
B63H19,"MARINE PROPULSION OR STEERING  - Effecting propulsion of vessels, not otherwise provided for"
B63H20,"MARINE PROPULSION OR STEERING  - Outboard propulsion units, i.e. propulsion units having a substantially vertical power leg mounted outboard of a hull and terminating in a propulsion element, e.g. ""outboard motors"", Z-drives "
B63H21,MARINE PROPULSION OR STEERING  - Use of propulsion power plant or units on vessels 
B63H23,MARINE PROPULSION OR STEERING  - Transmitting power from propulsion power plant to propulsive elements 
B63H25,MARINE PROPULSION OR STEERING  - Steering
B63J1,"AUXILIARIES ON VESSELS - Arrangements of installations for producing fresh water, e.g. by evaporation and condensation of sea water "
B63J2,"AUXILIARIES ON VESSELS - Arrangements of ventilation, heating, cooling, or air-conditioning "
B63J3,AUXILIARIES ON VESSELS - Driving of auxiliaries 
B63J4,AUXILIARIES ON VESSELS - Arrangements of installations for treating 
B63J99,AUXILIARIES ON VESSELS - Subject matter not provided for in other groups of this subclass
B64B1,LIGHTER-THAN AIR AIRCRAFT - Lighter-than-air aircraft
B64B2201,"LIGHTER-THAN AIR AIRCRAFT - Hybrid airships, i.e. airships where lift is generated aerodynamically and statically"
B64C1,AEROPLANES - Fuselages
B64C3,AEROPLANES - Wings 
B64C5,AEROPLANES - Stabilising surfaces 
B64C7,AEROPLANES - Structures or fairings not otherwise provided for
B64C9,"AEROPLANES - Adjustable control surfaces or members, e.g. rudders "
B64C11,"AEROPLANES - Propellers, e.g. of ducted type"
B64C13,"AEROPLANES - Control systems or transmitting systems for actuating flying-control surfaces, lift-increasing flaps, air brakes, or spoilers"
B64C15,"AEROPLANES - Attitude, flight direction, or altitude control by jet reaction"
B64C17,AEROPLANES - Aircraft stabilisation not otherwise provided for
B64C19,AEROPLANES - Aircraft control not otherwise provided for
B64C21,AEROPLANES - Influencing air-flow over aircraft surfaces by affecting boundary-layer flow 
B64C23,"AEROPLANES - Influencing air-flow over aircraft surfaces, not otherwise provided for"
B64C25,AEROPLANES - Alighting gear 
B64C27,AEROPLANES - Rotorcraft
B64C29,AEROPLANES - Aircraft capable of landing or taking-off vertically 
B64C30,AEROPLANES - Supersonic-type aircraft
B64C31,AEROPLANES - Aircraft intended to be sustained without power plant
B64C33,AEROPLANES - Ornithopters
B64C35,AEROPLANES - Flying-boats
B64C37,AEROPLANES - Convertible aircraft 
B64C39,AEROPLANES - Aircraft not otherwise provided for
B64C2201,AEROPLANES - Unmanned aerial vehicles
B64C2203,"AEROPLANES - Flying model aircraft, flying toy aircraft"
B64C2211,AEROPLANES - Modular constructions of airplanes or helicopters
B64C2220,AEROPLANES - Active noise reduction systems
B64C2230,AEROPLANES - Boundary layer controls
B64D1,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Dropping, ejecting, releasing, or receiving articles, liquids, or the like, in flight "
B64D3,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Aircraft adaptations to facilitate towing or being towed 
B64D5,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Aircraft transported by aircraft, e.g. for release or reberthing during flight "
B64D7,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements of military equipment, e.g. armaments, armament accessories, or military shielding, in aircraft"
B64D9,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Equipment for handling freight
B64D10,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Flying suits 
B64D11,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Passenger or crew accommodation
B64D13,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements or adaptations of air-treatment apparatus for aircraft crew or passenger, or freight space; "
B64D15,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - De-icing or preventing icing on exterior surfaces of aircraft 
B64D17,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Parachutes 
B64D19,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Non-canopied parachutes
B64D21,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Testing of parachutes
B64D23,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Training of parachutists
B64D25,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Emergency apparatus or devices, not otherwise provided for "
B64D27,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangement or mounting of power plant in aircraft
B64D29,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Power-plant nacelles, fairings, or cowlings "
B64D31,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Power plant control
B64D33,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements in aircraft of power plant parts or auxiliaries not otherwise provided for
B64D35,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Transmitting power from power plant to propellers or rotors
B64D37,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements in connection with fuel supply for power plant 
B64D39,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Refuelling during flight 
B64D41,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Power installations for auxiliary purposes
B64D43,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements or adaptations of instruments 
B64D45,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Aircraft indicators or protectors not otherwise provided for 
B64D47,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Equipment not otherwise provided for
B64D2201,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Airbags mounted in aircraft for any use
B64D2203,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Aircraft or airfield lights using LEDs
B64D2205,"EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Aircraft with means for ground manoeuvring, such as taxiing, using an auxiliary thrust system, e.g. jet-engines, propellers or compressed air"
B64D2211,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Arrangements of solar panels on aircraft
B64D2221,EQUIPMENT FOR FITTING IN OR TO AIRCRAFT - Electric power distribution systems onboard aircraft
